term_id,name,slug,count,description
2346,"Ξύλο Φράξινου",%ce%be%cf%8d%ce%bb%ce%bf-%cf%86%cf%81%ce%ac%ce%be%ce%b9%ce%bd%ce%bf%cf%85,5,
2632,"Ξύλο, Μέταλλο",%ce%be%cf%8d%ce%bb%ce%bf-%ce%bc%ce%ad%cf%84%ce%b1%ce%bb%ce%bb%ce%bf,1,
1508,Πανί,%cf%80%ce%b1%ce%bd%ce%af,4,
2630,"Πανί, Αλουμίνιο",%cf%80%ce%b1%ce%bd%ce%af-%ce%b1%ce%bb%ce%bf%cf%85%ce%bc%ce%af%ce%bd%ce%b9%ce%bf,1,
1499,ΠΕΤΡΑ,%cf%80%ce%b5%cf%84%cf%81%ce%b1,15,
1162,Πλαστικό,%cf%80%ce%bb%ce%b1%cf%83%cf%84%ce%b9%ce%ba%cf%8c,900,
1477,"ΠΛΑΣΤΙΚΟ - ΒΕΛΟΥΔΟ",%cf%80%ce%bb%ce%b1%cf%83%cf%84%ce%b9%ce%ba%ce%bf-%ce%b2%ce%b5%ce%bb%ce%bf%cf%85%ce%b4%ce%bf,1,
1478,"ΠΛΑΣΤΙΚΟ - ΦΤΕΡΟ",%cf%80%ce%bb%ce%b1%cf%83%cf%84%ce%b9%ce%ba%ce%bf-%cf%86%cf%84%ce%b5%cf%81%ce%bf,1,
1510,Πολυαιθυλαίνιο,%cf%80%ce%bf%ce%bb%cf%85%ce%b1%ce%b9%ce%b8%cf%85%ce%bb%ce%b1%ce%af%ce%bd%ce%b9%ce%bf,44,
2454,Πολυκαρβονικό,%cf%80%ce%bf%ce%bb%cf%85%ce%ba%ce%b1%cf%81%ce%b2%ce%bf%ce%bd%ce%b9%ce%ba%cf%8c,1,
1494,ΠΟΛΥΟΥΡΕΘΑΝΗ,%cf%80%ce%bf%ce%bb%cf%85%ce%bf%cf%85%cf%81%ce%b5%ce%b8%ce%b1%ce%bd%ce%b7,1,
2501,"Πολυστυρένιο (PS)",%cf%80%ce%bf%ce%bb%cf%85%cf%83%cf%84%cf%85%cf%81%ce%ad%ce%bd%ce%b9%ce%bf-ps,47,
2471,Σημύδα,%cf%83%ce%b7%ce%bc%cf%8d%ce%b4%ce%b1,3,
1369,ΣΙΔΕΡΟ,%cf%83%ce%b9%ce%b4%ce%b5%cf%81%ce%bf,34,
1483,"ΣΙΔΕΡΟ - PET",%cf%83%ce%b9%ce%b4%ce%b5%cf%81%ce%bf-pet,14,
2474,Σιλικόνη,%cf%83%ce%b9%ce%bb%ce%b9%ce%ba%cf%8c%ce%bd%ce%b7,9,
1481,ΣΧΟΙΝΙ,%cf%83%cf%87%ce%bf%ce%b9%ce%bd%ce%b9,63,
1480,"ΣΧΟΙΝΙ - ΧΑΡΤΙ",%cf%83%cf%87%ce%bf%ce%b9%ce%bd%ce%b9-%cf%87%ce%b1%cf%81%cf%84%ce%b9,6,
2405,"Σχοινί VIRO",%cf%83%cf%87%ce%bf%ce%b9%ce%bd%ce%af-viro,8,
1440,"ΤΕΧΝΗΤΗ ΠΕΤΡΑ",%cf%84%ce%b5%cf%87%ce%bd%ce%b7%cf%84%ce%b7-%cf%80%ce%b5%cf%84%cf%81%ce%b1,22,
1509,Τεχνόδερμα,%cf%84%ce%b5%cf%87%ce%bd%cf%8c%ce%b4%ce%b5%cf%81%ce%bc%ce%b1,26,
2403,"Τραβερτίνα (είδος πέτρας)",%cf%84%cf%81%ce%b1%ce%b2%ce%b5%cf%81%cf%84%ce%af%ce%bd%ce%b1-%ce%b5%ce%af%ce%b4%ce%bf%cf%82-%cf%80%ce%ad%cf%84%cf%81%ce%b1%cf%82,1,
1352,ΤΣΙΜΕΝΤΟ,%cf%84%cf%83%ce%b9%ce%bc%ce%b5%ce%bd%cf%84%ce%bf,6,
